Feature,SHAP_Value,Impact,EmployeeID,Rank,ActualAttrition,PredictedAttrition,Probability_of_Leaving,FinancialRisk,RiskCategory
YearsInCurrentRole,-1.046,Reduces Risk,1087,1,0,0,0.31636595672652595,131431.07,Medium
NumCompaniesWorked,-0.524,Reduces Risk,1087,2,0,0,0.31636595672652595,131431.07,Medium
Travels Frequently,-0.49,Reduces Risk,1087,3,0,0,0.31636595672652595,131431.07,Medium
Single,-0.475,Reduces Risk,1087,4,0,0,0.31636595672652595,131431.07,Medium
YearsWithCurrManager,-0.416,Reduces Risk,1087,5,0,0,0.31636595672652595,131431.07,Medium
NumCompaniesWorked,1.31,Increases Risk,1117,1,0,0,0.07671986882478424,75731.72,Medium
Research Scientist,0.75,Increases Risk,1117,2,0,0,0.07671986882478424,75731.72,Medium
YearsInCurrentRole,0.375,Increases Risk,1117,3,0,0,0.07671986882478424,75731.72,Medium
YearsWithCurrManager,0.372,Increases Risk,1117,4,0,0,0.07671986882478424,75731.72,Medium
Travels Rarely,0.35,Increases Risk,1117,5,0,0,0.07671986882478424,75731.72,Medium
JobSatisfaction,-0.51,Reduces Risk,1117,1,0,0,0.07671986882478424,75731.72,Medium
YearsAtCompany,-0.5,Reduces Risk,1117,2,0,0,0.07671986882478424,75731.72,Medium
Travels Frequently,-0.49,Reduces Risk,1117,3,0,0,0.07671986882478424,75731.72,Medium
Single,-0.475,Reduces Risk,1117,4,0,0,0.07671986882478424,75731.72,Medium
Overtime,-0.409,Reduces Risk,1117,5,0,0,0.07671986882478424,75731.72,Medium
Overtime,1.744,Increases Risk,163,1,0,0,0.04311031065513086,73245.28,Medium
DistanceFromHome,0.618,Increases Risk,163,2,0,0,0.04311031065513086,73245.28,Medium
WorkLifeBalance,0.589,Increases Risk,163,3,0,0,0.04311031065513086,73245.28,Medium
Travels Rarely,0.35,Increases Risk,163,4,0,0,0.04311031065513086,73245.28,Medium
Medical,0.21,Increases Risk,163,5,0,0,0.04311031065513086,73245.28,Medium
JobInvolvement,-0.61,Reduces Risk,163,1,0,0,0.04311031065513086,73245.28,Medium
Age,-0.566,Reduces Risk,163,2,0,0,0.04311031065513086,73245.28,Medium
JobSatisfaction,-0.51,Reduces Risk,163,3,0,0,0.04311031065513086,73245.28,Medium
Travels Frequently,-0.49,Reduces Risk,163,4,0,0,0.04311031065513086,73245.28,Medium
Single,-0.475,Reduces Risk,163,5,0,0,0.04311031065513086,73245.28,Medium
YearsSinceLastPromotion,1.776,Increases Risk,1295,1,0,0,0.07238215352659881,136111.74,High
Overtime,1.744,Increases Risk,1295,2,0,0,0.07238215352659881,136111.74,High
YearsAtCompany,1.697,Increases Risk,1295,3,0,0,0.07238215352659881,136111.74,High
Sales Executive,0.696,Increases Risk,1295,4,0,0,0.07238215352659881,136111.74,High
Sales Department,0.404,Increases Risk,1295,5,0,0,0.07238215352659881,136111.74,High
YearsInCurrentRole,-1.756,Reduces Risk,1295,1,0,0,0.07238215352659881,136111.74,High
TotalWorkingYears,-0.746,Reduces Risk,1295,2,0,0,0.07238215352659881,136111.74,High
NumCompaniesWorked,-0.524,Reduces Risk,1295,3,0,0,0.07238215352659881,136111.74,High
WorkLifeBalance,-0.515,Reduces Risk,1295,4,0,0,0.07238215352659881,136111.74,High
Travels Frequently,-0.49,Reduces Risk,1295,5,0,0,0.07238215352659881,136111.74,High
Overtime,1.744,Increases Risk,1168,1,0,1,0.7516982973796386,508749.41,High
Travels Frequently,1.326,Increases Risk,1168,2,0,1,0.7516982973796386,508749.41,High
Single,0.883,Increases Risk,1168,3,0,1,0.7516982973796386,508749.41,High
Research Scientist,0.75,Increases Risk,1168,4,0,1,0.7516982973796386,508749.41,High
EnvironmentSatisfaction,0.55,Increases Risk,1168,5,0,1,0.7516982973796386,508749.41,High
Travels Rarely,-0.622,Reduces Risk,1168,1,0,1,0.7516982973796386,508749.41,High
JobSatisfaction,-0.51,Reduces Risk,1168,2,0,1,0.7516982973796386,508749.41,High
NumCompaniesWorked,-0.32,Reduces Risk,1168,3,0,1,0.7516982973796386,508749.41,High
DistanceFromHome,-0.297,Reduces Risk,1168,4,0,1,0.7516982973796386,508749.41,High
Male,-0.296,Reduces Risk,1168,5,0,1,0.7516982973796386,508749.41,High
YearsSinceLastPromotion,2.097,Increases Risk,976,1,0,0,0.12788176697642098,308496.86,High
Overtime,1.744,Increases Risk,976,2,0,0,0.12788176697642098,308496.86,High
YearsAtCompany,1.367,Increases Risk,976,3,0,0,0.12788176697642098,308496.86,High
DistanceFromHome,0.576,Increases Risk,976,4,0,0,0.12788176697642098,308496.86,High
Manufacturing Director,0.541,Increases Risk,976,5,0,0,0.12788176697642098,308496.86,High
YearsInCurrentRole,-2.111,Reduces Risk,976,1,0,0,0.12788176697642098,308496.86,High
TotalWorkingYears,-1.338,Reduces Risk,976,2,0,0,0.12788176697642098,308496.86,High
YearsWithCurrManager,-0.679,Reduces Risk,976,3,0,0,0.12788176697642098,308496.86,High
EnvironmentSatisfaction,-0.588,Reduces Risk,976,4,0,0,0.12788176697642098,308496.86,High
Age,-0.539,Reduces Risk,976,5,0,0,0.12788176697642098,308496.86,High
Single,0.883,Increases Risk,374,1,0,0,0.05239340948304188,49540.06,Medium
Sales Executive,0.696,Increases Risk,374,2,0,0,0.05239340948304188,49540.06,Medium
Sales Department,0.404,Increases Risk,374,3,0,0,0.05239340948304188,49540.06,Medium
Travels Rarely,0.35,Increases Risk,374,4,0,0,0.05239340948304188,49540.06,Medium
TrainingTimesLastYear,0.274,Increases Risk,374,5,0,0,0.05239340948304188,49540.06,Medium
JobSatisfaction,-0.51,Reduces Risk,374,1,0,0,0.05239340948304188,49540.06,Medium
Travels Frequently,-0.49,Reduces Risk,374,2,0,0,0.05239340948304188,49540.06,Medium
YearsWithCurrManager,-0.416,Reduces Risk,374,3,0,0,0.05239340948304188,49540.06,Medium
Overtime,-0.409,Reduces Risk,374,4,0,0,0.05239340948304188,49540.06,Medium
Life Sciences,-0.373,Reduces Risk,374,5,0,0,0.05239340948304188,49540.06,Medium
YearsAtCompany,1.697,Increases Risk,231,1,0,0,0.0020620372330199077,7138.28,Low
YearsSinceLastPromotion,1.454,Increases Risk,231,2,0,0,0.0020620372330199077,7138.28,Low
EstimatedMonthlySalary,0.555,Increases Risk,231,3,0,0,0.0020620372330199077,7138.28,Low
Technical Degree,0.428,Increases Risk,231,4,0,0,0.0020620372330199077,7138.28,Low
Travels Rarely,0.35,Increases Risk,231,5,0,0,0.0020620372330199077,7138.28,Low
YearsInCurrentRole,-2.288,Reduces Risk,231,1,0,0,0.0020620372330199077,7138.28,Low
YearsWithCurrManager,-1.466,Reduces Risk,231,2,0,0,0.0020620372330199077,7138.28,Low
TotalWorkingYears,-0.687,Reduces Risk,231,3,0,0,0.0020620372330199077,7138.28,Low
JobSatisfaction,-0.51,Reduces Risk,231,4,0,0,0.0020620372330199077,7138.28,Low
Travels Frequently,-0.49,Reduces Risk,231,5,0,0,0.0020620372330199077,7138.28,Low
Single,0.883,Increases Risk,1079,1,0,0,0.05239045751268123,78988.04,Medium
YearsInCurrentRole,0.73,Increases Risk,1079,2,0,0,0.05239045751268123,78988.04,Medium
Manufacturing Director,0.541,Increases Risk,1079,3,0,0,0.05239045751268123,78988.04,Medium
Travels Rarely,0.35,Increases Risk,1079,4,0,0,0.05239045751268123,78988.04,Medium
NumCompaniesWorked,0.291,Increases Risk,1079,5,0,0,0.05239045751268123,78988.04,Medium
YearsAtCompany,-0.5,Reduces Risk,1079,1,0,0,0.05239045751268123,78988.04,Medium
Travels Frequently,-0.49,Reduces Risk,1079,2,0,0,0.05239045751268123,78988.04,Medium
Overtime,-0.409,Reduces Risk,1079,3,0,0,0.05239045751268123,78988.04,Medium
Life Sciences,-0.373,Reduces Risk,1079,4,0,0,0.05239045751268123,78988.04,Medium
Male,-0.296,Reduces Risk,1079,5,0,0,0.05239045751268123,78988.04,Medium
Sales Executive,0.696,Increases Risk,297,1,0,0,0.022157917833700486,31987.17,Medium
YearsSinceLastPromotion,0.651,Increases Risk,297,2,0,0,0.022157917833700486,31987.17,Medium
YearsAtCompany,0.489,Increases Risk,297,3,0,0,0.022157917833700486,31987.17,Medium
Sales Department,0.404,Increases Risk,297,4,0,0,0.022157917833700486,31987.17,Medium
Travels Rarely,0.35,Increases Risk,297,5,0,0,0.022157917833700486,31987.17,Medium
YearsInCurrentRole,-0.868,Reduces Risk,297,1,0,0,0.022157917833700486,31987.17,Medium
YearsWithCurrManager,-0.679,Reduces Risk,297,2,0,0,0.022157917833700486,31987.17,Medium
NumCompaniesWorked,-0.524,Reduces Risk,297,3,0,0,0.022157917833700486,31987.17,Medium
Travels Frequently,-0.49,Reduces Risk,297,4,0,0,0.022157917833700486,31987.17,Medium
Single,-0.475,Reduces Risk,297,5,0,0,0.022157917833700486,31987.17,Medium
Research Scientist,0.75,Increases Risk,615,1,0,0,0.00294271940434002,903.65,Low
YearsInCurrentRole,0.73,Increases Risk,615,2,0,0,0.00294271940434002,903.65,Low
TotalWorkingYears,0.616,Increases Risk,615,3,0,0,0.00294271940434002,903.65,Low
YearsWithCurrManager,0.503,Increases Risk,615,4,0,0,0.00294271940434002,903.65,Low
Married,0.239,Increases Risk,615,5,0,0,0.00294271940434002,903.65,Low
YearsAtCompany,-0.719,Reduces Risk,615,1,0,0,0.00294271940434002,903.65,Low
Travels Rarely,-0.622,Reduces Risk,615,2,0,0,0.00294271940434002,903.65,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,615,3,0,0,0.00294271940434002,903.65,Low
TrainingTimesLastYear,-0.523,Reduces Risk,615,4,0,0,0.00294271940434002,903.65,Low
JobSatisfaction,-0.51,Reduces Risk,615,5,0,0,0.00294271940434002,903.65,Low
Overtime,1.744,Increases Risk,1164,1,0,0,0.3111001296004146,444904.3,High
Single,0.883,Increases Risk,1164,2,0,0,0.3111001296004146,444904.3,High
NumCompaniesWorked,0.699,Increases Risk,1164,3,0,0,0.3111001296004146,444904.3,High
Manufacturing Director,0.541,Increases Risk,1164,4,0,0,0.3111001296004146,444904.3,High
YearsInCurrentRole,0.375,Increases Risk,1164,5,0,0,0.3111001296004146,444904.3,High
JobSatisfaction,-0.51,Reduces Risk,1164,1,0,0,0.3111001296004146,444904.3,High
Travels Frequently,-0.49,Reduces Risk,1164,2,0,0,0.3111001296004146,444904.3,High
TotalWorkingYears,-0.45,Reduces Risk,1164,3,0,0,0.3111001296004146,444904.3,High
Life Sciences,-0.373,Reduces Risk,1164,4,0,0,0.3111001296004146,444904.3,High
Male,-0.296,Reduces Risk,1164,5,0,0,0.3111001296004146,444904.3,High
Single,0.883,Increases Risk,367,1,0,0,0.024670841150355685,46610.13,Medium
NumCompaniesWorked,0.699,Increases Risk,367,2,0,0,0.024670841150355685,46610.13,Medium
Technical Degree,0.428,Increases Risk,367,3,0,0,0.024670841150355685,46610.13,Medium
Travels Rarely,0.35,Increases Risk,367,4,0,0,0.024670841150355685,46610.13,Medium
JobInvolvement,0.343,Increases Risk,367,5,0,0,0.024670841150355685,46610.13,Medium
EnvironmentSatisfaction,-0.588,Reduces Risk,367,1,0,0,0.024670841150355685,46610.13,Medium
TotalWorkingYears,-0.568,Reduces Risk,367,2,0,0,0.024670841150355685,46610.13,Medium
JobSatisfaction,-0.51,Reduces Risk,367,3,0,0,0.024670841150355685,46610.13,Medium
Travels Frequently,-0.49,Reduces Risk,367,4,0,0,0.024670841150355685,46610.13,Medium
Overtime,-0.409,Reduces Risk,367,5,0,0,0.024670841150355685,46610.13,Medium
DistanceFromHome,0.493,Increases Risk,1298,1,1,0,0.002376660181587133,3818.53,Low
Travels Rarely,0.35,Increases Risk,1298,2,1,0,0.002376660181587133,3818.53,Low
NumCompaniesWorked,0.291,Increases Risk,1298,3,1,0,0.002376660181587133,3818.53,Low
JobSatisfaction,0.281,Increases Risk,1298,4,1,0,0.002376660181587133,3818.53,Low
YearsAtCompany,0.269,Increases Risk,1298,5,1,0,0.002376660181587133,3818.53,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,1298,1,1,0,0.002376660181587133,3818.53,Low
WorkLifeBalance,-0.515,Reduces Risk,1298,2,1,0,0.002376660181587133,3818.53,Low
YearsInCurrentRole,-0.513,Reduces Risk,1298,3,1,0,0.002376660181587133,3818.53,Low
Travels Frequently,-0.49,Reduces Risk,1298,4,1,0,0.002376660181587133,3818.53,Low
Single,-0.475,Reduces Risk,1298,5,1,0,0.002376660181587133,3818.53,Low
Single,0.883,Increases Risk,788,1,0,0,0.007759751081054102,5112.12,Low
Research Scientist,0.75,Increases Risk,788,2,0,0,0.007759751081054102,5112.12,Low
Travels Rarely,0.35,Increases Risk,788,3,0,0,0.007759751081054102,5112.12,Low
Life Sciences,0.219,Increases Risk,788,4,0,0,0.007759751081054102,5112.12,Low
Medical,0.21,Increases Risk,788,5,0,0,0.007759751081054102,5112.12,Low
Other Education,-0.519,Reduces Risk,788,1,0,0,0.007759751081054102,5112.12,Low
WorkLifeBalance,-0.515,Reduces Risk,788,2,0,0,0.007759751081054102,5112.12,Low
YearsInCurrentRole,-0.513,Reduces Risk,788,3,0,0,0.007759751081054102,5112.12,Low
Travels Frequently,-0.49,Reduces Risk,788,4,0,0,0.007759751081054102,5112.12,Low
YearsWithCurrManager,-0.416,Reduces Risk,788,5,0,0,0.007759751081054102,5112.12,Low
Travels Rarely,0.35,Increases Risk,1299,1,0,0,0.0007377157474961819,864.85,Low
NumCompaniesWorked,0.291,Increases Risk,1299,2,0,0,0.0007377157474961819,864.85,Low
Medical,0.21,Increases Risk,1299,3,0,0,0.0007377157474961819,864.85,Low
YearsInCurrentRole,0.197,Increases Risk,1299,4,0,0,0.0007377157474961819,864.85,Low
YearsWithCurrManager,0.109,Increases Risk,1299,5,0,0,0.0007377157474961819,864.85,Low
JobSatisfaction,-0.51,Reduces Risk,1299,1,0,0,0.0007377157474961819,864.85,Low
Travels Frequently,-0.49,Reduces Risk,1299,2,0,0,0.0007377157474961819,864.85,Low
Single,-0.475,Reduces Risk,1299,3,0,0,0.0007377157474961819,864.85,Low
Overtime,-0.409,Reduces Risk,1299,4,0,0,0.0007377157474961819,864.85,Low
Life Sciences,-0.373,Reduces Risk,1299,5,0,0,0.0007377157474961819,864.85,Low
YearsAtCompany,1.587,Increases Risk,63,1,0,0,0.1191209838887232,163750.85,High
NumCompaniesWorked,0.903,Increases Risk,63,2,0,0,0.1191209838887232,163750.85,High
Single,0.883,Increases Risk,63,3,0,0,0.1191209838887232,163750.85,High
YearsSinceLastPromotion,0.812,Increases Risk,63,4,0,0,0.1191209838887232,163750.85,High
Sales Executive,0.696,Increases Risk,63,5,0,0,0.1191209838887232,163750.85,High
YearsInCurrentRole,-2.111,Reduces Risk,63,1,0,0,0.1191209838887232,163750.85,High
TotalWorkingYears,-1.042,Reduces Risk,63,2,0,0,0.1191209838887232,163750.85,High
YearsWithCurrManager,-0.679,Reduces Risk,63,3,0,0,0.1191209838887232,163750.85,High
Age,-0.619,Reduces Risk,63,4,0,0,0.1191209838887232,163750.85,High
Travels Frequently,-0.49,Reduces Risk,63,5,0,0,0.1191209838887232,163750.85,High
Human Resources,1.787,Increases Risk,1005,1,0,0,0.2635288743388605,378912.36,High
Single,0.883,Increases Risk,1005,2,0,0,0.2635288743388605,378912.36,High
JobSatisfaction,0.676,Increases Risk,1005,3,0,0,0.2635288743388605,378912.36,High
YearsAtCompany,0.379,Increases Risk,1005,4,0,0,0.2635288743388605,378912.36,High
Travels Rarely,0.35,Increases Risk,1005,5,0,0,0.2635288743388605,378912.36,High
YearsInCurrentRole,-0.868,Reduces Risk,1005,1,0,0,0.2635288743388605,378912.36,High
YearsWithCurrManager,-0.679,Reduces Risk,1005,2,0,0,0.2635288743388605,378912.36,High
Other Education,-0.519,Reduces Risk,1005,3,0,0,0.2635288743388605,378912.36,High
Travels Frequently,-0.49,Reduces Risk,1005,4,0,0,0.2635288743388605,378912.36,High
Overtime,-0.409,Reduces Risk,1005,5,0,0,0.2635288743388605,378912.36,High
Overtime,1.744,Increases Risk,1419,1,0,0,0.3372710066613423,328434.51,High
Research Scientist,0.75,Increases Risk,1419,2,0,0,0.3372710066613423,328434.51,High
NumCompaniesWorked,0.699,Increases Risk,1419,3,0,0,0.3372710066613423,328434.51,High
JobSatisfaction,0.676,Increases Risk,1419,4,0,0,0.3372710066613423,328434.51,High
DistanceFromHome,0.368,Increases Risk,1419,5,0,0,0.3372710066613423,328434.51,High
EnvironmentSatisfaction,-0.588,Reduces Risk,1419,1,0,0,0.3372710066613423,328434.51,High
Travels Frequently,-0.49,Reduces Risk,1419,2,0,0,0.3372710066613423,328434.51,High
Single,-0.475,Reduces Risk,1419,3,0,0,0.3372710066613423,328434.51,High
Life Sciences,-0.373,Reduces Risk,1419,4,0,0,0.3372710066613423,328434.51,High
YearsAtCompany,-0.28,Reduces Risk,1419,5,0,0,0.3372710066613423,328434.51,High
DistanceFromHome,0.826,Increases Risk,1073,1,0,0,0.05173163374527274,60982.28,Medium
JobInvolvement,0.819,Increases Risk,1073,2,0,0,0.05173163374527274,60982.28,Medium
Manufacturing Director,0.541,Increases Risk,1073,3,0,0,0.05173163374527274,60982.28,Medium
Travels Rarely,0.35,Increases Risk,1073,4,0,0,0.05173163374527274,60982.28,Medium
JobSatisfaction,0.281,Increases Risk,1073,5,0,0,0.05173163374527274,60982.28,Medium
Travels Frequently,-0.49,Reduces Risk,1073,1,0,0,0.05173163374527274,60982.28,Medium
Single,-0.475,Reduces Risk,1073,2,0,0,0.05173163374527274,60982.28,Medium
YearsWithCurrManager,-0.416,Reduces Risk,1073,3,0,0,0.05173163374527274,60982.28,Medium
Overtime,-0.409,Reduces Risk,1073,4,0,0,0.05173163374527274,60982.28,Medium
Life Sciences,-0.373,Reduces Risk,1073,5,0,0,0.05173163374527274,60982.28,Medium
Single,0.883,Increases Risk,862,1,0,0,0.04436942743741627,18289.08,Low
JobInvolvement,0.819,Increases Risk,862,2,0,0,0.04436942743741627,18289.08,Low
Research Scientist,0.75,Increases Risk,862,3,0,0,0.04436942743741627,18289.08,Low
YearsInCurrentRole,0.73,Increases Risk,862,4,0,0,0.04436942743741627,18289.08,Low
YearsWithCurrManager,0.503,Increases Risk,862,5,0,0,0.04436942743741627,18289.08,Low
YearsAtCompany,-0.719,Reduces Risk,862,1,0,0,0.04436942743741627,18289.08,Low
Travels Rarely,-0.622,Reduces Risk,862,2,0,0,0.04436942743741627,18289.08,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,862,3,0,0,0.04436942743741627,18289.08,Low
Travels Frequently,-0.49,Reduces Risk,862,4,0,0,0.04436942743741627,18289.08,Low
Overtime,-0.409,Reduces Risk,862,5,0,0,0.04436942743741627,18289.08,Low
Laboratory Technician,1.794,Increases Risk,901,1,0,0,0.3085631455592749,142130.36,High
Single,0.883,Increases Risk,901,2,0,0,0.3085631455592749,142130.36,High
YearsInCurrentRole,0.73,Increases Risk,901,3,0,0,0.3085631455592749,142130.36,High
YearsWithCurrManager,0.503,Increases Risk,901,4,0,0,0.3085631455592749,142130.36,High
NumCompaniesWorked,0.495,Increases Risk,901,5,0,0,0.3085631455592749,142130.36,High
JobInvolvement,-0.61,Reduces Risk,901,1,0,0,0.3085631455592749,142130.36,High
YearsAtCompany,-0.609,Reduces Risk,901,2,0,0,0.3085631455592749,142130.36,High
EnvironmentSatisfaction,-0.588,Reduces Risk,901,3,0,0,0.3085631455592749,142130.36,High
Travels Frequently,-0.49,Reduces Risk,901,4,0,0,0.3085631455592749,142130.36,High
Overtime,-0.409,Reduces Risk,901,5,0,0,0.3085631455592749,142130.36,High
YearsSinceLastPromotion,1.937,Increases Risk,584,1,0,0,0.06660095379933555,220942.0,High
YearsAtCompany,1.916,Increases Risk,584,2,0,0,0.06660095379933555,220942.0,High
Travels Frequently,1.326,Increases Risk,584,3,0,0,0.06660095379933555,220942.0,High
EstimatedMonthlySalary,0.522,Increases Risk,584,4,0,0,0.06660095379933555,220942.0,High
WorkLifeBalance,0.221,Increases Risk,584,5,0,0,0.06660095379933555,220942.0,High
TotalWorkingYears,-0.805,Reduces Risk,584,1,0,0,0.06660095379933555,220942.0,High
YearsWithCurrManager,-0.679,Reduces Risk,584,2,0,0,0.06660095379933555,220942.0,High
Travels Rarely,-0.622,Reduces Risk,584,3,0,0,0.06660095379933555,220942.0,High
YearsInCurrentRole,-0.513,Reduces Risk,584,4,0,0,0.06660095379933555,220942.0,High
JobSatisfaction,-0.51,Reduces Risk,584,5,0,0,0.06660095379933555,220942.0,High
Laboratory Technician,1.794,Increases Risk,973,1,0,0,0.01673243648834175,16152.49,Low
YearsWithCurrManager,0.503,Increases Risk,973,2,0,0,0.01673243648834175,16152.49,Low
TrainingTimesLastYear,0.434,Increases Risk,973,3,0,0,0.01673243648834175,16152.49,Low
Travels Rarely,0.35,Increases Risk,973,4,0,0,0.01673243648834175,16152.49,Low
JobInvolvement,0.343,Increases Risk,973,5,0,0,0.01673243648834175,16152.49,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,973,1,0,0,0.01673243648834175,16152.49,Low
NumCompaniesWorked,-0.524,Reduces Risk,973,2,0,0,0.01673243648834175,16152.49,Low
YearsInCurrentRole,-0.513,Reduces Risk,973,3,0,0,0.01673243648834175,16152.49,Low
JobSatisfaction,-0.51,Reduces Risk,973,4,0,0,0.01673243648834175,16152.49,Low
Travels Frequently,-0.49,Reduces Risk,973,5,0,0,0.01673243648834175,16152.49,Low
NumCompaniesWorked,1.31,Increases Risk,198,1,0,0,0.025702102541805938,30316.66,Low
YearsInCurrentRole,0.73,Increases Risk,198,2,0,0,0.025702102541805938,30316.66,Low
Manufacturing Director,0.541,Increases Risk,198,3,0,0,0.025702102541805938,30316.66,Low
YearsWithCurrManager,0.503,Increases Risk,198,4,0,0,0.025702102541805938,30316.66,Low
Travels Rarely,0.35,Increases Risk,198,5,0,0,0.025702102541805938,30316.66,Low
YearsAtCompany,-0.609,Reduces Risk,198,1,0,0,0.025702102541805938,30316.66,Low
EnvironmentSatisfaction,-0.588,Reduces Risk,198,2,0,0,0.025702102541805938,30316.66,Low
Travels Frequently,-0.49,Reduces Risk,198,3,0,0,0.025702102541805938,30316.66,Low
Single,-0.475,Reduces Risk,198,4,0,0,0.025702102541805938,30316.66,Low
Overtime,-0.409,Reduces Risk,198,5,0,0,0.025702102541805938,30316.66,Low
Laboratory Technician,1.794,Increases Risk,543,1,0,0,0.24286405070343667,162097.18,High
Single,0.883,Increases Risk,543,2,0,0,0.24286405070343667,162097.18,High
JobInvolvement,0.819,Increases Risk,543,3,0,0,0.24286405070343667,162097.18,High
DistanceFromHome,0.618,Increases Risk,543,4,0,0,0.24286405070343667,162097.18,High
